"ID","Organism.Name","Strain","BioSample","BioProject","Assembly","GenBank.FTP"
153,"Bacillus cereus LCT-BC244","LCT-BC244","SAMN02469355 ","PRJNA91115","GCA_000256545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/545/GCA_000256545.1_ASM25654v1"
154,"Bacillus licheniformis WX-02","WX-02","SAMN02469900 ","PRJNA78935","GCA_000258125.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/125/GCA_000258125.2_ASM25812v2"
155,"Bacillus anthracis str. H9401","H9401","SAMN02603474 ","PRJNA49361","GCA_000258885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/885/GCA_000258885.1_ASM25888v1"
156,"Bacillus sp. JS","JS","SAMN02603480 ","PRJNA79217","GCA_000259365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/365/GCA_000259365.1_ASM25936v1"
157,"Bacillus sp. 5B6","5B6","SAMN02470191 ","PRJNA79215","GCA_000259405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/405/GCA_000259405.1_ASM25940v1"
158,"Bacillus licheniformis 5-2-D","5-2-D","SAMN02470889 ","PRJNA157337","GCA_000260535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/535/GCA_000260535.1_Blic5"
159,"Bacillus licheniformis 10-1-A","10-1-A","SAMN02470888 ","PRJNA157335","GCA_000260555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/555/GCA_000260555.1_Blic10"
160,"Bacillus siamensis KCTC 13613","KCTC 13613","SAMN02414599 ","PRJNA161489","GCA_000262045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/045/GCA_000262045.1_KCTC_13613_01"
161,"Bacillus amyloliquefaciens Y2","Y2","SAMN02603232 ","PRJNA78839","GCA_000262385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/385/GCA_000262385.1_ASM26238v1"
167,"Bacillus anthracis str. Heroin Ba4599","Heroin Ba4599","SAMN02470707 ","PRJNA72893","GCA_000278385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/278/385/GCA_000278385.1_ASM27838v1"
168,"Bacillus endophyticus 2102","2102","SAMN02470187 ","PRJNA167765","GCA_000283255.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/255/GCA_000283255.1_BE01"
169,"Bacillus cereus NC7401","NC7401","SAMD00060916 ","PRJDA18977","GCA_000283675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/675/GCA_000283675.1_ASM28367v1"
170,"Bacillus velezensis CAU B946","CAU B946","SAMEA2272738 ","PRJEA76795","GCA_000283695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/695/GCA_000283695.1_ASM28369v1"
171,"Bacillus velezensis YAU B9601-Y2","YAU B9601-Y2","SAMEA2272044 ","PRJEA86121","GCA_000284395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/395/GCA_000284395.1_ASM28439v1"
174,"Bacillus cereus VDM062","VDM062","SAMN02596882 ","PRJNA70467","GCA_000290655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/655/GCA_000290655.1_Baci_cere_VDM062_V1"
175,"Bacillus cereus VDM034","VDM034","SAMN02596880 ","PRJNA70463","GCA_000290675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/675/GCA_000290675.1_Baci_cere_VDM034_V1"
176,"Bacillus cereus VDM022","VDM022","SAMN02596879 ","PRJNA70461","GCA_000290695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/695/GCA_000290695.1_Baci_cere_VDM022_V1"
177,"Bacillus cereus VD200","VD200","SAMN02596876 ","PRJNA70455","GCA_000290715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/715/GCA_000290715.1_Baci_cere_VD200_V1"
178,"Bacillus cereus VD169","VD169","SAMN02596873 ","PRJNA70449","GCA_000290735.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/735/GCA_000290735.1_Baci_cere_VD169_V1"
179,"Bacillus cereus VD166","VD166","SAMN02596872 ","PRJNA70447","GCA_000290755.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/755/GCA_000290755.1_Baci_cere_VD166_V1"
180,"Bacillus cereus VD156","VD156","SAMN02596871 ","PRJNA70445","GCA_000290775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/775/GCA_000290775.1_Baci_cere_VD156_V1"
181,"Bacillus cereus VD154","VD154","SAMN02596870 ","PRJNA70443","GCA_000290795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/795/GCA_000290795.1_Baci_cere_VD154_V1"
182,"Bacillus cereus VD148","VD148","SAMN02596869 ","PRJNA70441","GCA_000290815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/815/GCA_000290815.1_Baci_cere_VD148_V1"
183,"Bacillus cereus VD115","VD115","SAMN02596862 ","PRJNA70427","GCA_000290835.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/835/GCA_000290835.1_Baci_cere_VD115_V1"
184,"Bacillus cereus VD107","VD107","SAMN02596861 ","PRJNA70425","GCA_000290855.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/855/GCA_000290855.1_Baci_cere_VD107_V1"
185,"Bacillus cereus VD102","VD102","SAMN02596860 ","PRJNA70423","GCA_000290875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/875/GCA_000290875.1_Baci_cere_VD102_V1"
186,"Bacillus cereus VD078","VD078","SAMN02596859 ","PRJNA70421","GCA_000290895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/895/GCA_000290895.1_Baci_cere_VD078_V1"
187,"Bacillus cereus VD048","VD048","SAMN02596858 ","PRJNA70419","GCA_000290915.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/915/GCA_000290915.1_Baci_cere_VD048_V1"
188,"Bacillus cereus IS075","IS075","SAMN00768905 ","PRJNA70287","GCA_000290935.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/935/GCA_000290935.2_Baci_cere_IS075_V2"
189,"Bacillus cereus VD022","VD022","SAMN02596796 ","PRJNA70293","GCA_000290955.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/955/GCA_000290955.1_Baci_cere_VD022_G8177_V1"
190,"Bacillus cereus VD142","VD142","SAMN02596797 ","PRJNA70295","GCA_000290975.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/975/GCA_000290975.2_Baci_cere_VD142_V2"
191,"Bacillus cereus AND1407","AND1407","SAMN02596798 ","PRJNA70297","GCA_000290995.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/290/995/GCA_000290995.1_Baci_cere_AND1407_G13175_V1"
192,"Bacillus cereus BAG1O-2","BAG1O-2","SAMN02596800 ","PRJNA70301","GCA_000291015.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/015/GCA_000291015.1_Baci_cere_BAG1O-2_G13159_V1"
193,"Bacillus cereus BAG1X1-2","BAG1X1-2","SAMN02596803 ","PRJNA70307","GCA_000291035.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/035/GCA_000291035.1_Baci_cere_BAG1X1-2_G13151_V1"
194,"Bacillus cereus BAG1X1-3","BAG1X1-3","SAMN02596804 ","PRJNA70309","GCA_000291055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/055/GCA_000291055.1_Baci_cere_BAG1X1-3_G13172_V1"
195,"Bacillus cereus HuA4-10","HuA4-10","SAMN02596838 ","PRJNA70377","GCA_000291075.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/075/GCA_000291075.1_Baci_cere_HuA4-10_V1"
196,"Bacillus cereus HuB4-10","HuB4-10","SAMN02596842 ","PRJNA70385","GCA_000291095.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/095/GCA_000291095.1_Baci_cere_HuB4-10_V1"
197,"Bacillus cereus HuB5-5","HuB5-5","SAMN02596844 ","PRJNA70389","GCA_000291115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/115/GCA_000291115.1_Baci_cere_HuB5-5_V1"
198,"Bacillus cereus ISP3191","ISP3191","SAMN02596848 ","PRJNA70399","GCA_000291135.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/135/GCA_000291135.1_Baci_cere_ISP3191_V1"
199,"Bacillus cereus MC67","MC67","SAMN02596851 ","PRJNA70405","GCA_000291155.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/155/GCA_000291155.1_Baci_cere_MC67_V1"
200,"Bacillus cereus HuA2-4","HuA2-4","SAMN02596835 ","PRJNA70371","GCA_000291175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/175/GCA_000291175.1_Baci_cere_HuA2-4_V1"
201,"Bacillus cereus MSX-A1","MSX-A1","SAMN02596852 ","PRJNA70407","GCA_000291195.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/195/GCA_000291195.1_Baci_cere_MSX-A1_V1"
202,"Bacillus cereus VD045","VD045","SAMN02596857 ","PRJNA70417","GCA_000291215.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/215/GCA_000291215.1_Baci_cere_VD045_V1"
203,"Bacillus cereus MSX-A12","MSX-A12","SAMN02596853 ","PRJNA70409","GCA_000291235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/235/GCA_000291235.1_Baci_cere_MSX-A12_V1"
204,"Bacillus cereus VD014","VD014","SAMN02596855 ","PRJNA70413","GCA_000291255.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/255/GCA_000291255.1_Baci_cere_VD014_V1"
205,"Bacillus cereus MSX-D12","MSX-D12","SAMN02596854 ","PRJNA70411","GCA_000291275.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/275/GCA_000291275.1_Baci_cere_MSX-D12_V1"
206,"Bacillus cereus BAG5X1-1","BAG5X1-1","SAMN02596821 ","PRJNA70343","GCA_000291295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/295/GCA_000291295.1_Baci_cere_BAG5X1-1_V1"
207,"Bacillus cereus CER074","CER074","SAMN02596831 ","PRJNA70363","GCA_000291315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/315/GCA_000291315.1_Baci_cere_CER074_V1"
208,"Bacillus cereus CER057","CER057","SAMN02596830 ","PRJNA70361","GCA_000291335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/335/GCA_000291335.1_Baci_cere_CER057_V1"
209,"Bacillus cereus BAG6X1-2","BAG6X1-2","SAMN02596827 ","PRJNA70355","GCA_000291355.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/355/GCA_000291355.1_Baci_cere_BAG6X1-2_V1"
210,"Bacillus cereus BAG5X2-1","BAG5X2-1","SAMN02596823 ","PRJNA70347","GCA_000291375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/375/GCA_000291375.1_Baci_cere_BAG5X2-1_G13204_V1"
211,"Bacillus cereus BAG5O-1","BAG5O-1","SAMN02596820 ","PRJNA70341","GCA_000291395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/395/GCA_000291395.1_Baci_cere_BAG5O-1_G13200_V1"
212,"Bacillus cereus BAG4X12-1","BAG4X12-1","SAMN02596818 ","PRJNA70337","GCA_000291415.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/415/GCA_000291415.1_Baci_cere_BAG4X12-1_G13198_V1"
213,"Bacillus cereus BAG4O-1","BAG4O-1","SAMN02596817 ","PRJNA70335","GCA_000291435.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/435/GCA_000291435.1_Baci_cere_BAG4O-1_G13205_V1"
214,"Bacillus cereus BAG3X2-2","BAG3X2-2","SAMN02596816 ","PRJNA70333","GCA_000291455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/455/GCA_000291455.1_Baci_cere_BAG3X2-2_G13194_V1"
215,"Bacillus cereus BAG3X2-1","BAG3X2-1","SAMN02596815 ","PRJNA70331","GCA_000291475.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/475/GCA_000291475.1_Baci_cere_BAG3X2-1_G13193_V1"
216,"Bacillus cereus BAG2X1-2","BAG2X1-2","SAMN02596812 ","PRJNA70325","GCA_000291495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/495/GCA_000291495.1_Baci_cere_BAG2X1-2_G13195_V1"
217,"Bacillus cereus BAG2X1-3","BAG2X1-3","SAMN02596813 ","PRJNA70327","GCA_000291515.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/515/GCA_000291515.1_Baci_cere_BAG2X1-3_G13211_V1"
218,"Bacillus cereus BAG3O-2","BAG3O-2","SAMN02596814 ","PRJNA70329","GCA_000291535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/535/GCA_000291535.1_Baci_cere_BAG3O-2_G13191_V1"
219,"Bacillus cereus BAG2X1-1","BAG2X1-1","SAMN02596811 ","PRJNA70323","GCA_000291665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/291/665/GCA_000291665.1_Baci_cere_BAG2X1-1_G13209_V1"
221,"Bacillus cereus FRI-35","FRI-35","SAMN02603563 ","PRJNA171769","GCA_000292415.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/415/GCA_000292415.1_ASM29241v1"
222,"Bacillus thuringiensis HD-771","HD-771","SAMN02603565 ","PRJNA171845","GCA_000292455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/455/GCA_000292455.1_ASM29245v1"
224,"Bacillus thuringiensis HD-789","HD-789","SAMN02603564 ","PRJNA171844","GCA_000292705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/705/GCA_000292705.1_ASM29270v1"
225,"Bacillus cereus BAG4X2-1","BAG4X2-1","SAMN02596819 ","PRJNA70339","GCA_000293505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/505/GCA_000293505.1_Baci_cere_BAG4X2-1_G13197_V1"
226,"Bacillus cereus BAG6O-1","BAG6O-1","SAMN02596824 ","PRJNA70349","GCA_000293525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/525/GCA_000293525.1_Baci_cere_BAG60-1_G13196_V1"
227,"Bacillus cereus BAG6O-2","BAG6O-2","SAMN02596825 ","PRJNA70351","GCA_000293545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/545/GCA_000293545.1_Baci_cere_BAG60-2_G13207_V1"
228,"Bacillus cereus BAG6X1-1","BAG6X1-1","SAMN02596826 ","PRJNA70353","GCA_000293565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/565/GCA_000293565.1_Baci_cere_BAG6X1-1_G13210_V1"
229,"Bacillus cereus BtB2-4","BtB2-4","SAMN02596829 ","PRJNA70359","GCA_000293605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/605/GCA_000293605.1_Baci_cere_BtB2-4_V1"
230,"Bacillus cereus HD73","HD73","SAMN02596832 ","PRJNA70365","GCA_000293685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/685/GCA_000293685.1_Baci_cere_HD73_V1"
231,"Bacillus cereus HuA2-1","HuA2-1","SAMN02596833 ","PRJNA70367","GCA_000293705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/705/GCA_000293705.1_Baci_cere_HuA2-1_V1"
232,"Bacillus cereus HuB1-1","HuB1-1","SAMN02596839 ","PRJNA70379","GCA_000293725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/725/GCA_000293725.1_Baci_cere_HuB1-1_V1"
233,"Bacillus cereus HuB2-9","HuB2-9","SAMN02596841 ","PRJNA70383","GCA_000293745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/745/GCA_000293745.1_Baci_cere_HuB2-9_V1"
234,"Bacillus subtilis QB928","QB928","SAMN02603911 ","PRJNA172244","GCA_000293765.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/765/GCA_000293765.1_ASM29376v1"
235,"Bacillus oceanisediminis 2691","2691","SAMN02470179 ","PRJNA167766","GCA_000294775.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/294/775/GCA_000294775.2_ASM29477v2"
237,"Bacillus bingmayongensis","FJAT-13831","SAMN02469796 ","PRJNA161659","GCA_000299035.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/035/GCA_000299035.1_ASM29903v1"
238,"Bacillus pumilus BA06","BA06","SAMN01178022 ","PRJNA174086","GCA_000299555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/555/GCA_000299555.1_BA06_V1.0"
239,"Bacillus velezensis M27","M27","SAMN02470577 ","PRJNA159609","GCA_000299615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/615/GCA_000299615.1_ASM29961v1"
240,"Bacillus thuringiensis MC28","MC28","SAMN02603757 ","PRJNA167562","GCA_000300475.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/475/GCA_000300475.1_ASM30047v1"
241,"Bacillus xiamenensis","HYC-10","SAMN02471164 ","PRJNA162763","GCA_000300535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/535/GCA_000300535.1_ASM30053v1"
243,"Bacillus thuringiensis Bt407","","SAMN02603279 ","PRJNA176850","GCA_000306745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/745/GCA_000306745.1_ASM30674v1"
245,"Bacillus bataviensis LMG 21833","LMG 21833","SAMN02471785 ","PRJNA77725","GCA_000307875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/875/GCA_000307875.1_BABA1.0"
247,"Bacillus anthracis str. Carbosap","Carbosap","SAMN02470598 ","PRJNA177917","GCA_000310045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/045/GCA_000310045.1_Carbosap_v1"
248,"Bacillus massiliosenegalensis JC6","","SAMEA2272328 ","PRJEA68337","GCA_000311725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/725/GCA_000311725.1_ASM31172v1"
249,"Bacillus licheniformis CGMCC 3963","CGMCC 3963","SAMN02470109 ","PRJNA175351","GCA_000315975.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/975/GCA_000315975.1_mt6"
250,"Bacillus velezensis AS43.3","AS43.3","SAMN02603673 ","PRJNA173409","GCA_000319475.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/475/GCA_000319475.1_ASM31947v1"
251,"Bacillus anthracis str. 3154","3154","SAMN02470705 ","PRJNA178572","GCA_000319695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/695/GCA_000319695.1_BA_3154assembly"
252,"Bacillus anthracis str. 3166","3166","SAMN02470706 ","PRJNA178573","GCA_000319715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/715/GCA_000319715.1_BA_3166assembly"
256,"Bacillus subtilis subsp. subtilis str. BSP1","BSP1","SAMN02603212 ","PRJNA166925","GCA_000321395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/395/GCA_000321395.1_ASM32139v1"
257,"Bacillus amyloliquefaciens DC-12","DC-12","SAMN02471000 ","PRJNA167020","GCA_000330805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/330/805/GCA_000330805.1_ASM33080v1"
259,"Bacillus subtilis subsp. inaquosorum KCTC 13429","KCTC 13429","SAMN02470204 ","PRJNA176182","GCA_000332645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/645/GCA_000332645.1_BSI1.0"
263,"Bacillus megaterium NCT-2","NCT-2","SAMN02470967 ","PRJNA82241","GCA_000334875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/875/GCA_000334875.1_ASM33487v1"
264,"Bacillus cereus F","F","SAMN02469966 ","PRJNA78943","GCA_000338315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/315/GCA_000338315.1_BacF5"
265,"Bacillus subtilis XF-1","XF-1","SAMN02602961 ","PRJNA175410","GCA_000338735.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/735/GCA_000338735.1_ASM33873v1"
266,"Bacillus thuringiensis serovar kurstaki str. HD73","HD73","SAMN02603412 ","PRJNA185468","GCA_000338755.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/755/GCA_000338755.1_ASM33875v1"
267,"Bacillus subtilis S1-4","S1-4","SAMN02470985 ","PRJNA174581","GCA_000340295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/295/GCA_000340295.1_ASM34029v1"
268,"Bacillus thuringiensis serovar thuringiensis str. IS5056","IS5056","SAMN02604143 ","PRJNA187142","GCA_000341665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/665/GCA_000341665.1_ASM34166v1"
269,"Bacillus subtilis MB73/2","MB73/2","SAMN01924755 ","PRJNA183438","GCA_000341775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/775/GCA_000341775.1_ASM34177v1"
270,"Bacillus velezensis UCMB5036","UCMB5036","SAMEA2272633 ","PRJEB1155","GCA_000341875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/875/GCA_000341875.1_ASM34187v1"
271,"Bacillus thuringiensis DAR 81934","DAR 81934","SAMN02469463 ","PRJNA179326","GCA_000342025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/025/GCA_000342025.1_BTHUDAR81934.1"
272,"Bacillus sonorensis L12","L12","SAMN02471705 ","PRJNA184376","GCA_000342105.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/105/GCA_000342105.1_Draft_Genome_Sequence_of_Bacillus_sonorensis_L12"
273,"Bacillus subtilis subsp. subtilis 6051-HGW","6051-HGW","SAMN02603273 ","PRJNA82795","GCA_000344745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/745/GCA_000344745.1_ASM34474v1"
274,"Bacillus subtilis subsp. subtilis str. BAB-1","BAB-1","SAMN02603719 ","PRJNA192249","GCA_000349795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/795/GCA_000349795.1_ASM34979v1"
275,"Bacillus stratosphericus LAMA 585","LAMA 585","SAMN02471373 ","PRJNA176166","GCA_000353245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/353/245/GCA_000353245.1_BStr_LAMA585_V1"
276,"Bacillus anthracis str. Sen2Col2","Sen2Col2","SAMEA2272511 ","PRJEB1516","GCA_000359425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/425/GCA_000359425.1_ASM35942v1"
282,"Bacillus sp. 105MF","105MF","SAMN02441689 ","PRJNA175165","GCA_000374885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/885/GCA_000374885.1_ASM37488v1"
283,"Bacillus sp. 95MFCvi2.1","95MFCvi2.1","SAMN02440448 ","PRJNA175169","GCA_000374965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/965/GCA_000374965.1_ASM37496v1"
285,"Bacillus sp. GeD10","GeD10","SAMEA2272577 ","PRJEB1558","GCA_000382845.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/845/GCA_000382845.1_ASM38284v1"
287,"Bacillus atrophaeus UCMB-5137","UCMB-5137","SAMN02471930 ","PRJNA176685","GCA_000385965.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/965/GCA_000385965.2_ASM38596v2"
288,"Bacillus subtilis PS216","PS216","SAMN02009237 ","PRJNA196327","GCA_000385985.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/985/GCA_000385985.1_Bacillus_subtilis_PS216"
289,"Bacillus thuringiensis T01-328","T01-328","SAMN02471346 ","PRJNA198475","GCA_000387405.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/387/405/GCA_000387405.2_bt_cbt_v2.0"
290,"Bacillus cereus TIAC219","TIAC219","SAMN02596795 ","PRJNA70291","GCA_000398785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/785/GCA_000398785.1_Baci_cere_TIAC219_V2"
291,"Bacillus cereus str. Schrouff","Schrouff","SAMN02596794 ","PRJNA70289","GCA_000398945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/945/GCA_000398945.1_Baci_cere_Schrouff_V2"
292,"Bacillus cereus HuA3-9","HuA3-9","SAMN02596837 ","PRJNA70375","GCA_000398965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/965/GCA_000398965.1_Baci_cere_HuA3-9_V1"
293,"Bacillus cereus HuA2-9","HuA2-9","SAMN02596836 ","PRJNA70373","GCA_000398985.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/985/GCA_000398985.1_Baci_cere_HuA2-9_V1"
294,"Bacillus cereus BAG1X1-1","BAG1X1-1","SAMN02596802 ","PRJNA70305","GCA_000399005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/399/005/GCA_000399005.1_Baci_cere_BAG1X1-1_G13150_V1"
295,"Bacillus cereus VD133","VD133","SAMN02596865 ","PRJNA70433","GCA_000399025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/399/025/GCA_000399025.1_Baci_cere_VD133_V1"
296,"Bacillus cereus VDM019","VDM019","SAMN02596878 ","PRJNA70459","GCA_000399045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/399/045/GCA_000399045.1_Baci_cere_VDM019_V1"
297,"Bacillus cereus BAG1X2-1","BAG1X2-1","SAMN02596805 ","PRJNA70311","GCA_000399065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/399/065/GCA_000399065.1_Baci_cere_BAG1X2-1_G13156_V1"
